"filename", "language", "JSON with Comments", "TypeScript", "JavaScript", "JSON", "CSS", "TypeScript JSX", "XML", "HTML", "comment", "blank", "total"
"c:\omnora OS\frontend\.eslintrc.json", "JSON with Comments", 39, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\omnora OS\frontend\check_users.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"c:\omnora OS\frontend\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 89, 0, 10, 99
"c:\omnora OS\frontend\library_lint_report.json", "JSON", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\omnora OS\frontend\middleware.ts", "TypeScript", 0, 95, 0, 0, 0, 0, 0, 0, 11, 16, 122
"c:\omnora OS\frontend\package-lock.json", "JSON", 0, 0, 0, 13393, 0, 0, 0, 0, 0, 1, 13394
"c:\omnora OS\frontend\package.json", "JSON", 0, 0, 0, 64, 0, 0, 0, 0, 0, 1, 65
"c:\omnora OS\frontend\postcss.config.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\omnora OS\frontend\public\manifest.webmanifest", "JSON", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 26
"c:\omnora OS\frontend\public\offline.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\omnora OS\frontend\public\pwa-icon.svg", "XML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 7, 35
"c:\omnora OS\frontend\src\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 87, 0, 0, 7, 8, 102
"c:\omnora OS\frontend\src\api\PixelManager.ts", "TypeScript", 0, 90, 0, 0, 0, 0, 0, 0, 7, 16, 113
"c:\omnora OS\frontend\src\api\Publisher.ts", "TypeScript", 0, 82, 0, 0, 0, 0, 0, 0, 10, 21, 113
"c:\omnora OS\frontend\src\api\client.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 7, 10, 59
"c:\omnora OS\frontend\src\api\cmsApi.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 1, 4, 23
"c:\omnora OS\frontend\src\app\api\dns-check\route.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 1, 3, 20
"c:\omnora OS\frontend\src\app\store\[merchant_slug]\[page_slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 124, 0, 0, 7, 21, 152
"c:\omnora OS\frontend\src\app\store\[merchant_slug]\track\[order_id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 113, 0, 0, 9, 18, 140
"c:\omnora OS\frontend\src\app\store\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 5, 14, 104
"c:\omnora OS\frontend\src\components\AdPlacement.css", "CSS", 0, 0, 0, 0, 266, 0, 0, 0, 0, 48, 314
"c:\omnora OS\frontend\src\components\AdPlacementZone.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 122, 0, 0, 5, 10, 137
"c:\omnora OS\frontend\src\components\AdminLayout.css", "CSS", 0, 0, 0, 0, 249, 0, 0, 0, 0, 33, 282
"c:\omnora OS\frontend\src\components\AdminLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 84, 0, 0, 3, 12, 99
"c:\omnora OS\frontend\src\components\Carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 96, 0, 0, 10, 15, 121
"c:\omnora OS\frontend\src\components\DynamicSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 476, 0, 0, 6, 49, 531
"c:\omnora OS\frontend\src\components\ErrorBoundary.css", "CSS", 0, 0, 0, 0, 124, 0, 0, 0, 0, 17, 141
"c:\omnora OS\frontend\src\components\ErrorBoundary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 69, 0, 0, 3, 14, 86
"c:\omnora OS\frontend\src\components\Footer.css", "CSS", 0, 0, 0, 0, 245, 0, 0, 0, 0, 39, 284
"c:\omnora OS\frontend\src\components\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 121, 0, 0, 10, 15, 146
"c:\omnora OS\frontend\src\components\GlobalErrorBoundary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 98, 0, 0, 2, 12, 112
"c:\omnora OS\frontend\src\components\HostnameInterceptor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 101, 0, 0, 5, 17, 123
"c:\omnora OS\frontend\src\components\Layout.css", "CSS", 0, 0, 0, 0, 387, 0, 0, 0, 0, 58, 445
"c:\omnora OS\frontend\src\components\Layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 292, 0, 0, 30, 32, 354
"c:\omnora OS\frontend\src\components\LoadingWrapper.css", "CSS", 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 22
"c:\omnora OS\frontend\src\components\LoadingWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 32, 0, 0, 2, 5, 39
"c:\omnora OS\frontend\src\components\OmnoraCarousel.css", "CSS", 0, 0, 0, 0, 207, 0, 0, 0, 0, 28, 235
"c:\omnora OS\frontend\src\components\OmnoraLayout.css", "CSS", 0, 0, 0, 0, 418, 0, 0, 0, 0, 64, 482
"c:\omnora OS\frontend\src\components\OmnoraPosterGallery.css", "CSS", 0, 0, 0, 0, 236, 0, 0, 0, 0, 36, 272
"c:\omnora OS\frontend\src\components\Payment.css", "CSS", 0, 0, 0, 0, 119, 0, 0, 0, 0, 21, 140
"c:\omnora OS\frontend\src\components\PosterGallery.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 104, 0, 0, 7, 11, 122
"c:\omnora OS\frontend\src\components\ProtectedRoute.css", "CSS", 0, 0, 0, 0, 88, 0, 0, 0, 0, 12, 100
"c:\omnora OS\frontend\src\components\ProtectedRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 5, 7, 59
"c:\omnora OS\frontend\src\components\RequireAdmin.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 4, 6, 27
"c:\omnora OS\frontend\src\components\Skeleton.css", "CSS", 0, 0, 0, 0, 109, 0, 0, 0, 0, 19, 128
"c:\omnora OS\frontend\src\components\Skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 57, 0, 0, 12, 15, 84
"c:\omnora OS\frontend\src\components\SkeletonProductCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 46, 0, 0, 9, 7, 62
"c:\omnora OS\frontend\src\components\SmartImage.css", "CSS", 0, 0, 0, 0, 62, 0, 0, 0, 0, 7, 69
"c:\omnora OS\frontend\src\components\SmartImage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 59, 0, 0, 1, 7, 67
"c:\omnora OS\frontend\src\components\StripePayment.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 83, 0, 0, 2, 13, 98
"c:\omnora OS\frontend\src\components\WhatsAppConfirmationDialog.css", "CSS", 0, 0, 0, 0, 191, 0, 0, 0, 0, 27, 218
"c:\omnora OS\frontend\src\components\WhatsAppConfirmationDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 4, 11, 93
"c:\omnora OS\frontend\src\components\admin\AdminBillingManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 198, 0, 0, 11, 21, 230
"c:\omnora OS\frontend\src\components\admin\AdminDashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 279, 0, 0, 11, 21, 311
"c:\omnora OS\frontend\src\components\admin\AdminPaymentSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 143, 0, 0, 1, 13, 157
"c:\omnora OS\frontend\src\components\admin\EmptyState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 38, 0, 0, 1, 5, 44
"c:\omnora OS\frontend\src\components\admin\IndustrialDashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 110, 0, 0, 2, 8, 120
"c:\omnora OS\frontend\src\components\admin\Layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 54, 0, 0, 2, 4, 60
"c:\omnora OS\frontend\src\components\admin\OrderManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 265, 0, 0, 21, 28, 314
"c:\omnora OS\frontend\src\components\admin\Sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 79, 0, 0, 4, 8, 91
"c:\omnora OS\frontend\src\components\admin\analytics\SellerAnalytics.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 132, 0, 0, 6, 12, 150
"c:\omnora OS\frontend\src\components\admin\blog\BlogManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 145, 0, 0, 1, 13, 159
"c:\omnora OS\frontend\src\components\admin\collections\CollectionManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 135, 0, 0, 2, 12, 149
"c:\omnora OS\frontend\src\components\admin\discounts\DiscountManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 165, 0, 0, 0, 11, 176
"c:\omnora OS\frontend\src\components\admin\inventory\InventoryManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 179, 0, 0, 0, 19, 198
"c:\omnora OS\frontend\src\components\admin\marketing\EmailMarketing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 148, 0, 0, 0, 12, 160
"c:\omnora OS\frontend\src\components\admin\marketing\SocialMarketing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 90, 0, 0, 2, 8, 100
"c:\omnora OS\frontend\src\components\admin\orders\AdminOrderManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 185, 0, 0, 3, 13, 201
"c:\omnora OS\frontend\src\components\admin\products\AdminProductManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 183, 0, 0, 2, 15, 200
"c:\omnora OS\frontend\src\components\admin\products\ProductEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 229, 0, 0, 11, 31, 271
"c:\omnora OS\frontend\src\components\admin\seo\SEOManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 1, 9, 113
"c:\omnora OS\frontend\src\components\admin\settings\DomainSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 87, 0, 0, 1, 10, 98
"c:\omnora OS\frontend\src\components\admin\settings\PaymentSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 2, 10, 115
"c:\omnora OS\frontend\src\components\auth\AuthModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 160, 0, 0, 5, 20, 185
"c:\omnora OS\frontend\src\components\blocks\AnnouncementBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 3, 14, 111
"c:\omnora OS\frontend\src\components\blocks\CountdownTimer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 167, 0, 0, 2, 16, 185
"c:\omnora OS\frontend\src\components\blocks\CustomerReviews.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 197, 0, 0, 11, 22, 230
"c:\omnora OS\frontend\src\components\blocks\DynamicProductGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 112, 0, 0, 7, 16, 135
"c:\omnora OS\frontend\src\components\blocks\FAQAccordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 163, 0, 0, 1, 13, 177
"c:\omnora OS\frontend\src\components\blocks\FeaturesGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 136, 0, 0, 5, 16, 157
"c:\omnora OS\frontend\src\components\blocks\HeroBanner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 190, 0, 0, 7, 18, 215
"c:\omnora OS\frontend\src\components\blocks\ImageBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 83, 0, 0, 1, 9, 93
"c:\omnora OS\frontend\src\components\blocks\NewsletterSignup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 221, 0, 0, 5, 21, 247
"c:\omnora OS\frontend\src\components\blocks\PolicyStrip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 0, 7, 92
"c:\omnora OS\frontend\src\components\blocks\PromoStrip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 0, 12, 90
"c:\omnora OS\frontend\src\components\blocks\SiteFooter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 174, 0, 0, 11, 17, 202
"c:\omnora OS\frontend\src\components\blocks\SplitHero.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 154, 0, 0, 5, 17, 176
"c:\omnora OS\frontend\src\components\blocks\TextSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 117, 0, 0, 0, 8, 125
"c:\omnora OS\frontend\src\components\blocks\TrustBadges.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 197, 0, 0, 11, 20, 228
"c:\omnora OS\frontend\src\components\blocks\UpsellWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 204, 0, 0, 7, 23, 234
"c:\omnora OS\frontend\src\components\blocks\WhatsAppFloating.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 70, 0, 0, 0, 7, 77
"c:\omnora OS\frontend\src\components\builder\AICopilotModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 198, 0, 0, 8, 26, 232
"c:\omnora OS\frontend\src\components\builder\AddPageModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 178, 0, 0, 3, 25, 206
"c:\omnora OS\frontend\src\components\builder\BuilderLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 440, 0, 0, 18, 28, 486
"c:\omnora OS\frontend\src\components\builder\DomainManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 160, 0, 0, 4, 14, 178
"c:\omnora OS\frontend\src\components\builder\ForgeButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 135, 0, 0, 3, 16, 154
"c:\omnora OS\frontend\src\components\builder\TopBarPageSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 203, 0, 0, 4, 16, 223
"c:\omnora OS\frontend\src\components\cart\BuyButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 187, 0, 0, 2, 20, 209
"c:\omnora OS\frontend\src\components\cart\CartDrawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 514, 0, 0, 27, 37, 578
"c:\omnora OS\frontend\src\components\cart\CheckoutBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 571, 0, 0, 29, 53, 653
"c:\omnora OS\frontend\src\components\cart\FeaturedProduct.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 137, 0, 0, 2, 15, 154
"c:\omnora OS\frontend\src\components\cart\OrderConfirmationBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 225, 0, 0, 16, 22, 263
"c:\omnora OS\frontend\src\components\cart\ProductCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 182, 0, 0, 7, 16, 205
"c:\omnora OS\frontend\src\components\cart\ProductGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 174, 0, 0, 7, 21, 202
"c:\omnora OS\frontend\src\components\cart\ProductOptions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 235, 0, 0, 8, 18, 261
"c:\omnora OS\frontend\src\components\cart\RecentlyViewed.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 1, 11, 97
"c:\omnora OS\frontend\src\components\cart\SearchBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 205, 0, 0, 6, 13, 224
"c:\omnora OS\frontend\src\components\cart\StoreHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 203, 0, 0, 10, 18, 231
"c:\omnora OS\frontend\src\components\cms\AdminDiscountManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 238, 0, 0, 7, 26, 271
"c:\omnora OS\frontend\src\components\cms\AdminNavigationManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 205, 0, 0, 18, 30, 253
"c:\omnora OS\frontend\src\components\cms\AdminPageManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 244, 0, 0, 10, 27, 281
"c:\omnora OS\frontend\src\components\cms\AdminProductManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 451, 0, 0, 31, 59, 541
"c:\omnora OS\frontend\src\components\cms\BlockFloatingToolbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 68, 0, 0, 2, 12, 82
"c:\omnora OS\frontend\src\components\cms\BlockSelectionOverlay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 28, 0, 0, 1, 4, 33
"c:\omnora OS\frontend\src\components\cms\BuilderHealthOverlay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 177, 0, 0, 6, 15, 198
"c:\omnora OS\frontend\src\components\cms\BuilderRegistry.ts", "TypeScript", 0, 480, 0, 0, 0, 0, 0, 0, 29, 32, 541
